종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%)
253590,네오셈,"2,405",75,3.2,"592,556","1,449,562,905","2,350","2,520","2,350","90,275,013,140",0.01,"37,536,388",0,0.0
115440,우리넷,"9,880",-40,-0.4,"161,016","1,594,858,000","9,910","10,100","9,800","90,273,006,720",0.01,"9,136,944","85,305",0.93
092220,KEC,773,16,2.1,"369,627","284,587,651",754,785,754,"90,214,464,620",0.01,"116,706,940","7,036,694",6.03
038070,서린바이오,"11,250",200,1.8,"257,887","2,889,196,950","11,200","11,400","11,000","90,007,605,000",0.01,"8,000,676","197,500",2.47
060370,KT서브마린,"4,100",65,1.6,"3,212,084","13,958,368,510","4,050","4,560","3,940","89,790,000,000",0.01,"21,900,000","567,222",2.59
092440,기신정기,"3,070",15,0.5,"17,189","52,533,220","3,055","3,100","3,010","89,644,000,000",0.01,"29,200,000","18,725,919",64.13
084730,팅크웨어,"8,580",90,1.1,"116,653","988,086,630","8,490","8,580","8,370","89,452,351,560",0.01,"10,425,682","407,130",3.91
022220,정산애강,"1,725",15,0.9,"206,268","348,331,390","1,695","1,730","1,610","89,345,648,775",0.01,"51,794,579","1,145,768",2.21
025620,제이준코스메틱,"2,630",-15,-0.6,"832,211","2,264,935,510","2,665","2,835","2,600","89,168,982,280",0.01,"33,904,556","433,872",1.28
095270,웨이브일렉트로,"8,100",-180,-2.2,"31,599","260,934,150","8,370","8,430","8,100","89,161,673,400",0.01,"11,007,614","151,347",1.37
041930,동아화성,"5,640",160,2.9,"1,288,153","7,319,324,880","5,480","5,800","5,450","89,112,000,000",0.01,"15,800,000","117,263",0.74
043200,파루,"2,305",-5,-0.2,"384,305","885,691,845","2,310","2,345","2,285","88,987,752,000",0.01,"38,606,400","415,578",1.08
017550,수산중공업,"1,645",20,1.2,"778,734","1,266,901,955","1,620","1,655","1,600","88,805,593,135",0.01,"53,985,163","854,738",1.58
065560,녹원씨엔아이,"5,500",0,0.0,0,0,0,0,0,"88,764,137,000",0.01,"16,138,934","325,861",2.02
170790,파이오링크,"12,900",0,0.0,"116,626","1,503,904,900","13,150","13,200","12,650","88,446,657,000",0.01,"6,856,330","101,191",1.48
047770,코데즈컴바인,"2,335",135,6.1,"2,254,046","5,359,113,485","2,170","2,560","2,160","88,362,475,670",0.01,"37,842,602","212,056",0.56
079190,EMW,"2,780",0,0.0,0,0,0,0,0,"88,360,067,660",0.01,"31,784,197","431,362",1.36
003080,성보화학,"4,410",125,2.9,"38,236","166,945,220","4,295","4,420","4,295","88,288,200,000",0.01,"20,020,000","208,960",1.04
042940,상지카일룸,"1,995",5,0.2,"910,055","1,798,699,140","1,995","2,025","1,940","88,276,822,830",0.01,"44,249,034","207,453",0.47
111870,삼본전자,"1,360",5,0.4,"570,881","775,665,360","1,360","1,380","1,330","88,245,865,760",0.01,"64,886,666","1,945,256",3.0
016880,웅진,"1,110",15,1.4,"116,053","128,226,565","1,095","1,145","1,075","88,109,946,300",0.01,"79,378,330","348,625",0.44
290740,액트로,"8,750",-20,-0.2,"46,219","406,851,880","8,800","8,940","8,670","88,068,846,250",0.01,"10,065,011","285,268",2.83
057540,옴니시스템,"2,075",-70,-3.3,"578,616","1,209,563,940","2,140","2,140","2,070","88,000,992,775",0.01,"42,410,117","450,586",1.06
051490,나라엠앤디,"6,190",-280,-4.3,"347,670","2,173,374,190","6,400","6,450","6,140","87,898,000,000",0.01,"14,200,000","645,577",4.55
000220,유유제약,"13,800",-250,-1.8,"503,288","7,084,747,300","14,600","14,650","13,550","87,886,500,600",0.01,"6,368,587","177,470",2.79
004450,삼화왕관,"40,750",50,0.1,"7,224","305,608,150","40,700","45,000","40,700","87,790,944,250",0.01,"2,154,379","168,682",7.83
094940,푸른기술,"13,350",-100,-0.7,"736,195","9,958,161,000","13,500","14,200","12,900","87,765,596,700",0.01,"6,574,202","39,112",0.59
001840,이화공영,"4,425",35,0.8,"121,710","535,015,815","4,350","4,480","4,325","87,640,488,000",0.01,"19,805,760","674,971",3.41
006050,국영지앤엠,"2,510",160,6.8,"2,175,792","5,371,376,170","2,360","2,560","2,335","87,587,059,930",0.01,"34,895,243","838,343",2.4
263770,유에스티,"3,695",-5,-0.1,"120,634","447,147,395","3,740","3,755","3,635","87,572,135,540",0.01,"23,700,172","185,593",0.78
056080,유진로봇,"2,330",-10,-0.4,"60,134","138,955,905","2,360","2,360","2,295","87,403,314,160",0.01,"37,512,152","4,951,567",13.2
080220,제주반도체,"2,805",15,0.5,"145,470","404,836,565","2,800","2,820","2,745","87,305,793,300",0.01,"31,125,060","2,661,203",8.55
227840,현대코퍼레이션홀딩스,"9,590",70,0.7,"31,293","296,281,690","9,510","9,640","9,350","87,277,017,240",0.01,"9,100,836","309,127",3.4
004080,신흥,"9,090",-10,-0.1,"3,462","31,137,770","8,950","9,090","8,830","87,264,000,000",0.01,"9,600,000","2,840",0.03
263800,데이타솔루션,"5,520",240,4.6,"1,958,283","11,081,109,040","5,270","6,040","5,170","87,263,361,600",0.01,"15,808,580","108,125",0.68
182690,테라셈,"4,115",0,0.0,"222,468","904,848,940","4,115","4,200","4,000","87,086,354,020",0.01,"21,163,148","389,241",1.84
053350,이니텍,"4,400",-45,-1.0,"26,360","116,039,215","4,470","4,515","4,345","87,080,030,400",0.01,"19,790,916","464,108",2.35
052860,아이앤씨,"4,930",35,0.7,"230,465","1,131,922,570","4,890","5,000","4,850","86,838,518,720",0.01,"17,614,304","386,680",2.2
078890,가온미디어,"5,740",-60,-1.0,"60,612","349,500,620","5,880","5,880","5,720","86,526,441,820",0.01,"15,074,293","1,241,838",8.24
122350,삼기오토모티브,"2,505",430,20.7,"32,791,742","84,777,898,220","2,075","2,695","2,065","86,515,382,895",0.01,"34,537,079","801,190",2.32
000910,유니온,"5,540",50,0.9,"2,271,366","12,575,824,370","5,490","5,750","5,250","86,488,369,260",0.01,"15,611,619","75,464",0.48
067370,선바이오,"11,250",450,4.2,"24,447","273,432,650","10,600","11,550","10,600","86,293,575,000",0.01,"7,670,540","9,800",0.13
088910,동우팜투테이블,"3,340",-15,-0.4,"194,103","646,515,050","3,320","3,410","3,285","86,278,091,760",0.01,"25,831,764","1,243,685",4.81
006910,보성파워텍,"1,870",-55,-2.9,"880,006","1,659,700,605","1,940","1,940","1,860","86,156,620,330",0.01,"46,073,059","846,584",1.84
050120,라이브플렉스,"1,035",-35,-3.3,"3,353,461","3,518,762,625","1,065","1,090","1,025","85,996,343,925",0.01,"83,088,255","4,280,471",5.15
044960,이글벳,"6,800",50,0.7,"263,842","1,792,032,000","6,750","6,920","6,710","85,964,804,400",0.01,"12,641,883","241,859",1.91
009200,무림페이퍼,"2,065",20,1.0,"41,268","84,569,525","2,080","2,080","2,030","85,923,225,150",0.01,"41,609,310","2,559,496",6.15
338100,NH프라임리츠,"4,600",-50,-1.1,"95,134","437,151,035","4,600","4,690","4,580","85,836,000,000",0.01,"18,660,000","11,943",0.06
046070,코다코,"2,195",0,0.0,0,0,0,0,0,"85,746,041,920",0.01,"39,064,256","1,386,192",3.55
084670,동양고속,"29,600","2,150",7.8,"114,239","3,498,117,900","27,400","34,450","27,400","85,708,842,400",0.01,"2,895,569","74,498",2.57
030790,비케이탑스,"7,200",-70,-1.0,"120,894","864,898,700","7,170","7,330","7,020","85,658,212,800",0.01,"11,896,974","20,884",0.18
101360,이엔드디,"12,400",-50,-0.4,"1,390","17,236,050","12,450","12,450","12,400","85,514,120,000",0.0,"6,896,300",420,0.01
010145,삼성중공우,"744,000",0,0.0,0,0,0,0,0,"85,444,680,000",0.0,"114,845","2,700",2.35
303030,지니틱스,"2,415",45,1.9,"319,582","766,820,210","2,360","2,440","2,360","85,401,244,110",0.0,"35,362,834","430,157",1.22
083420,그린케미칼,"3,555",5,0.1,"64,350","229,733,485","3,555","3,610","3,540","85,320,000,000",0.0,"24,000,000","288,528",1.2
031820,콤텍시스템,"1,255",-5,-0.4,"446,489","562,404,770","1,255","1,275","1,240","85,153,589,830",0.0,"67,851,466","770,969",1.14
009440,KC그린홀딩스,"3,790",5,0.1,"35,871","135,598,970","3,720","3,845","3,720","85,028,574,200",0.0,"22,434,980","586,396",2.61
034300,신세계건설,"21,250",50,0.2,"4,267","90,234,550","21,200","21,450","20,950","85,000,000,000",0.0,"4,000,000","157,235",3.93
007590,동방아그로,"6,240",90,1.5,"3,608","22,322,560","6,220","6,240","6,140","84,973,680,480",0.0,"13,617,577","3,931,011",28.87
054920,한컴위드,"3,010",65,2.2,"2,478,754","8,015,149,365","3,210","3,465","3,010","84,933,413,810",0.0,"28,217,081","288,414",1.02
003547,대신증권2우B,"8,490",220,2.7,"314,825","2,681,970,460","8,270","8,700","8,270","84,900,000,000",0.0,"10,000,000","135,376",1.35
016790,현대사료,"13,800",-50,-0.4,"109,314","1,519,354,700","13,900","14,150","13,550","84,876,706,800",0.0,"6,150,486","69,632",1.13
083640,인콘,996,-24,-2.4,"1,794,493","1,795,582,137","1,020","1,025",996,"84,556,515,600",0.0,"84,896,100","2,794,969",3.29
200880,서연이화,"3,120",-35,-1.1,"82,954","259,310,670","3,190","3,190","3,085","84,328,723,440",0.0,"27,028,437","2,318,525",8.58
256150,한독크린텍,"20,950",250,1.2,"30,894","648,024,950","20,500","21,300","20,500","84,239,950,000",0.0,"4,021,000","88,171",2.19
013310,아진산업,"2,300",-45,-1.9,"151,300","349,880,985","2,310","2,350","2,285","84,197,070,600",0.0,"36,607,422","1,341,558",3.66
065510,휴비츠,"7,060",10,0.1,"29,728","208,955,850","7,060","7,130","6,960","83,893,069,260",0.0,"11,882,871","823,812",6.93
267790,배럴,"10,600",250,2.4,"31,924","332,309,950","10,150","10,650","10,150","83,586,300,000",0.0,"7,885,500","48,384",0.61
173940,에프엔씨엔터,"5,810",-100,-1.7,"20,208","117,600,210","5,810","5,930","5,760","83,459,952,800",0.0,"14,364,880","69,192",0.48
900310,컬러레이,"1,545",0,0.0,"192,243","298,251,095","1,540","1,585","1,520","83,430,000,000",0.0,"54,000,000","39,506,403",73.16
058430,포스코강판,"13,900",650,4.9,"193,415","2,674,606,550","13,250","14,200","13,150","83,400,000,000",0.0,"6,000,000","14,560",0.24
089230,THE E&M,669,33,5.2,"2,008,976","1,327,997,925",636,677,636,"83,188,929,744",0.0,"124,348,176","2,226,629",1.79
035000,지투알,"4,995",-5,-0.1,"50,669","249,617,990","5,050","5,050","4,865","82,754,207,955",0.0,"16,567,409","5,218,943",31.5
020760,일진디스플,"2,920",5,0.2,"90,506","262,031,775","2,960","2,960","2,850","82,678,164,800",0.0,"28,314,440","1,337,103",4.72
014280,금강공업,"3,385",40,1.2,"53,156","179,290,360","3,425","3,490","3,340","82,667,518,815",0.0,"24,421,719","377,114",1.54
026940,부국철강,"4,125",100,2.5,"215,747","882,397,215","4,025","4,145","4,005","82,500,000,000",0.0,"20,000,000","270,217",1.35
002070,남영비비안,"1,200",-50,-4.0,"2,692,108","3,298,515,955","1,240","1,275","1,200","82,415,340,000",0.0,"68,679,450","1,501,572",2.19
114810,아이원스,"6,140",-40,-0.6,"57,286","354,733,270","6,100","6,280","6,100","82,373,742,660",0.0,"13,415,919","590,925",4.4
017040,광명전기,"1,900",15,0.8,"195,267","368,660,085","1,885","1,905","1,860","82,341,468,500",0.0,"43,337,615","1,425,942",3.29
002230,피에스텍,"4,185",-115,-2.7,"58,004","243,552,525","4,285","4,285","4,135","82,315,781,955",0.0,"19,669,243","1,142,069",5.81
008250,이건산업,"7,510",90,1.2,"140,436","1,029,635,070","7,330","7,510","7,230","82,254,288,850",0.0,"10,952,635","526,285",4.81
133750,메가엠디,"3,560",10,0.3,"615,535","2,234,333,160","3,730","3,795","3,530","82,225,594,120",0.0,"23,097,077","88,682",0.38
192250,케이사인,"1,265",20,1.6,"946,257","1,205,608,305","1,245","1,270","1,230","81,809,140,105",0.0,"64,671,257","1,894,084",2.93
058630,엠게임,"4,185",95,2.3,"359,187","1,506,855,155","4,090","4,270","4,090","81,791,125,245",0.0,"19,543,877","523,583",2.68
025750,한솔홈데코,"1,015",-25,-2.4,"1,880,276","1,907,357,659","1,050","1,050",999,"81,773,626,235",0.0,"80,565,149","2,670,171",3.31
238200,비피도,"19,950",50,0.2,"11,993","239,328,550","19,950","20,450","19,700","81,595,500,000",0.0,"4,090,000","68,587",1.68
008600,윌비스,"1,260",-5,-0.4,"542,531","681,990,155","1,265","1,275","1,240","81,546,296,580",0.0,"64,719,283","2,587,849",4.0
044480,경남바이오파마,"5,970",-250,-4.0,"568,606","3,440,994,710","6,250","6,290","5,970","81,490,159,710",0.0,"13,649,943","61,115",0.45
297090,씨에스베어링,"8,600",-180,-2.0,"84,753","735,902,050","8,820","8,900","8,550","81,368,040,000",0.0,"9,461,400","53,133",0.56
032560,황금에스티,"5,800",-10,-0.2,"69,420","402,351,120","5,860","5,910","5,720","81,200,000,000",0.0,"14,000,000","451,399",3.22
111110,호전실업,"10,150",0,0.0,"24,855","246,953,590","10,000","10,200","9,780","81,200,000,000",0.0,"8,000,000","34,705",0.43
117670,알파홀딩스,"4,425",-145,-3.2,"310,654","1,401,059,420","4,600","4,665","4,420","81,178,333,050",0.0,"18,345,386","190,720",1.04
056700,신화인터텍,"2,785",-25,-0.9,"612,586","1,727,396,115","2,770","2,880","2,770","81,141,228,435",0.0,"29,135,091","1,156,717",3.97
102210,해덕파워웨이,"1,100",0,0.0,0,0,0,0,0,"81,066,045,500",0.0,"73,696,405","1,881,426",2.55
021820,세원정공,"8,090",0,0.0,0,0,0,0,0,"80,900,000,000",0.0,"10,000,000","1,497,050",14.97
094360,칩스앤미디어,"8,380",10,0.1,"201,827","1,711,396,110","8,420","8,660","8,360","80,785,839,700",0.0,"9,640,315","147,180",1.53
008800,행남사,"1,770",0,0.0,0,0,0,0,0,"80,762,168,880",0.0,"45,628,344","71,038",0.16
053690,한미글로벌,"7,370",0,0.0,"39,376","288,337,230","7,400","7,400","7,210","80,757,143,500",0.0,"10,957,550","592,056",5.4
049720,고려신용정보,"5,640",60,1.1,"64,896","365,182,320","5,600","5,680","5,560","80,652,000,000",0.0,"14,300,000","228,407",1.6
066130,하츠,"6,290",90,1.4,"208,261","1,320,921,150","6,320","6,470","6,260","80,512,000,000",0.0,"12,800,000","210,330",1.64
009310,참엔지니어링,"1,480",-5,-0.3,"97,044","141,547,145","1,485","1,500","1,440","80,451,284,480",0.0,"54,358,976","2,901,345",5.34
047920,메디포럼제약,"5,720",-160,-2.7,"317,470","1,834,442,430","5,860","5,960","5,660","80,325,227,840",0.0,"14,042,872","262,920",1.87
215380,우정바이오,"7,200",0,0.0,"92,007","657,749,600","7,120","7,240","7,060","80,296,430,400",0.0,"11,152,282","89,113",0.8
033100,제룡전기,"4,995",0,0.0,"162,112","809,350,060","4,995","5,160","4,900","80,231,732,955",0.0,"16,062,409","348,799",2.17
038060,루멘스,"1,680",-40,-2.3,"430,232","724,331,780","1,690","1,745","1,640","80,167,500,000",0.0,"47,718,750","6,337,995",13.28
225220,제놀루션,"24,700",-100,-0.4,"8,556","211,769,950","25,400","25,400","24,100","80,067,124,800",0.0,"3,241,584","35,000",1.08
085310,엔케이,"1,000",-20,-2.0,"444,879","449,470,127","1,010","1,035","1,000","79,983,352,000",0.0,"79,983,352","1,346,494",1.68
002410,범양건영,"3,220",125,4.0,"725,710","2,308,863,620","3,120","3,245","3,120","79,958,434,640",0.0,"24,831,812","668,915",2.69
193250,와이제이엠게임즈,"1,475",-20,-1.3,"107,633","159,189,060","1,495","1,510","1,460","79,867,171,625",0.0,"54,147,235","1,494,960",2.76
112240,에스에프씨,"1,815",0,0.0,0,0,0,0,0,"79,827,028,710",0.0,"43,981,834","848,615",1.93
226340,본느,"2,600",-55,-2.1,"158,681","414,196,265","2,700","2,700","2,595","79,818,949,600",0.0,"30,699,596","126,673",0.41
023000,삼원강재,"1,995",5,0.2,"41,967","83,588,450","2,040","2,040","1,970","79,800,000,000",0.0,"40,000,000","246,900",0.62
005800,신영와코루,"88,500","-1,300",-1.4,"1,173","103,491,000","87,700","89,500","86,900","79,650,000,000",0.0,"900,000","239,850",26.65
322180,티라유텍,"14,650",-200,-1.4,"44,374","654,783,200","15,250","15,250","14,500","79,604,437,500",0.0,"5,433,750","15,601",0.29
002200,한국수출포장,"19,900",0,0.0,"16,674","327,456,800","19,900","20,000","19,450","79,600,000,000",0.0,"4,000,000","143,426",3.59
171010,램테크놀러지,"6,850",160,2.4,"242,948","1,670,978,090","6,690","7,030","6,690","79,507,730,800",0.0,"11,606,968","98,996",0.85
071280,로체시스템즈,"5,190",520,11.1,"188,589","918,826,960","4,750","5,190","4,555","79,389,369,570",0.0,"15,296,603","6,511,276",42.57
024120,KB오토시스,"6,880",100,1.5,"13,173","89,557,070","6,780","6,900","6,710","79,120,000,000",0.0,"11,500,000","3,924,117",34.12
104540,코렌텍,"7,470",0,0.0,"35,885","270,895,060","7,470","7,650","7,430","79,087,437,270",0.0,"10,587,341","201,431",1.9
065620,제낙스,"3,190",0,0.0,0,0,0,0,0,"78,982,709,300",0.0,"24,759,470","397,043",1.6
101330,모베이스,"3,295",-20,-0.6,"91,117","301,382,195","3,315","3,365","3,270","78,942,229,460",0.0,"23,958,188","1,259,592",5.26
142210,유니트론텍,"6,660",-70,-1.0,"148,030","987,746,550","6,760","6,760","6,610","78,931,862,460",0.0,"11,851,631","111,904",0.94
005360,모나미,"4,175",-210,-4.8,"1,735,587","7,505,801,200","4,350","4,485","4,175","78,896,256,725",0.0,"18,897,307","391,466",2.07
092870,엑시콘,"8,400",210,2.6,"53,141","439,640,270","8,180","8,410","8,100","78,795,301,200",0.0,"9,380,393","287,801",3.07
206400,엔터메이트,945,-105,-10.0,"3,920,511","3,827,504,385","1,060","1,060",940,"78,732,311,175",0.0,"83,314,615",0,0.0
214680,디알텍,"1,520",-20,-1.3,"697,883","1,069,349,140","1,535","1,580","1,510","78,709,161,360",0.0,"51,782,343","1,212,565",2.34
294630,서남,"3,850",-45,-1.2,"360,554","1,399,254,430","3,890","4,000","3,820","78,405,866,000",0.0,"20,365,160","37,116",0.18
001140,국보,"2,100",220,11.7,"3,782,777","7,637,798,215","1,910","2,125","1,900","78,250,773,300",0.0,"37,262,273","203,428",0.55
012280,영화금속,"1,720",90,5.5,"2,501,665","4,281,212,815","1,660","1,750","1,655","78,175,730,320",0.0,"45,451,006","695,661",1.53
081150,티플랙스,"3,220",45,1.4,"11,704,900","38,246,868,005","3,175","3,390","3,090","78,144,254,440",0.0,"24,268,402","349,817",1.44
032820,우리기술,759,6,0.8,"2,493,236","1,896,274,604",747,800,740,"77,988,144,861",0.0,"102,751,179","2,270,058",2.21
000105,유한양행우,"65,900","3,100",4.9,"162,684","10,746,909,900","64,900","69,600","63,200","77,823,946,000",0.0,"1,180,940",561,0.05
040300,YTN,"1,850",25,1.4,"238,111","436,810,220","1,835","1,860","1,785","77,700,000,000",0.0,"42,000,000","258,422",0.62
021080,에이티넘인베스트,"1,615",25,1.6,"95,186","153,006,740","1,605","1,620","1,590","77,520,000,000",0.0,"48,000,000","2,029,250",4.23
079810,디이엔티,"6,150",-50,-0.8,"185,110","1,135,955,750","6,130","6,240","6,030","77,508,130,200",0.0,"12,602,948","784,387",6.22
018680,서울제약,"9,130",-110,-1.2,"236,864","2,174,610,070","9,240","9,450","8,960","77,472,605,870",0.0,"8,485,499","514,430",6.06
007370,진양제약,"6,450",-70,-1.1,"663,266","4,288,274,700","6,550","6,670","6,340","77,400,000,000",0.0,"12,000,000","123,921",1.03
006580,대양제지,"2,880",-5,-0.2,"49,318","141,558,935","2,885","2,920","2,800","77,328,000,000",0.0,"26,850,000","797,849",2.97
000300,대유플러스,698,0,0.0,"361,850","249,752,092",696,701,684,"77,111,058,608",0.0,"110,474,296","2,473,554",2.24
053620,태양,"8,950",120,1.4,"7,559","68,000,090","9,100","9,110","8,880","76,970,000,000",0.0,"8,600,000","364,923",4.24
065350,신성델타테크,"3,180",-55,-1.7,"136,129","441,210,965","3,235","3,310","3,160","76,883,181,180",0.0,"24,177,101","3,335,724",13.8
010100,한국프랜지,"2,520",20,0.8,"1,013,957","2,598,748,570","2,490","2,650","2,475","76,735,058,400",0.0,"30,450,420","1,023,169",3.36
101240,씨큐브,"7,560",-40,-0.5,"20,090","151,782,540","7,520","7,650","7,300","76,644,671,040",0.0,"10,138,184","116,738",1.15
043910,자연과환경,"1,440",0,0.0,"1,930,870","2,819,516,185","1,450","1,505","1,430","76,535,074,080",0.0,"53,149,357","720,042",1.35
009780,엠에스씨,"4,345",115,2.7,"14,754","63,629,105","4,240","4,430","4,210","76,472,000,000",0.0,"17,600,000","135,375",0.77
033830,티비씨,764,5,0.7,"103,581","78,346,390",761,764,749,"76,400,000,000",0.0,"100,000,000",0,0.0
032680,소프트센,"2,275",50,2.2,"927,381","2,105,459,815","2,210","2,325","2,205","76,384,947,275",0.0,"33,575,801","2,332,680",6.95
015230,대창단조,"26,700",-550,-2.0,"8,453","225,187,450","27,250","27,250","26,400","76,287,854,100",0.0,"2,857,223","188,368",6.59
106190,하이텍팜,"10,750",150,1.4,"56,515","612,055,650","10,600","11,100","10,550","76,204,406,500",0.0,"7,088,782","3,141,929",44.32
001550,조비,"14,650",500,3.5,"41,546","595,739,000","14,000","14,700","14,000","76,066,301,350",0.0,"5,192,239","74,607",1.44
123570,이엠넷,"3,410",25,0.7,"69,620","236,489,500","3,350","3,460","3,350","75,961,425,980",0.0,"22,276,078","6,094,285",27.36
006090,사조오양,"8,060",-20,-0.2,"35,406","285,519,870","8,080","8,150","7,980","75,947,276,340",0.0,"9,422,739","269,309",2.86
016090,대현,"1,715",-15,-0.9,"86,428","147,391,725","1,730","1,735","1,685","75,944,161,650",0.0,"44,282,310","3,114,718",7.03
033230,인성정보,"3,725",-200,-5.1,"768,050","2,893,938,915","3,810","3,880","3,695","75,896,152,350",0.0,"20,374,806","279,283",1.37
308100,까스텔바작,"11,500",100,0.9,"99,433","1,135,478,350","11,500","11,700","11,100","75,862,050,000",0.0,"6,596,700","87,094",1.32
010040,한국내화,"3,315",0,0.0,"248,982","830,970,785","3,295","3,410","3,240","75,792,940,080",0.0,"22,863,632","447,612",1.96
303360,프로테옴텍,"15,000",50,0.3,7,"108,000","15,500","15,500","15,000","75,733,455,000",0.0,"5,048,897",0,0.0
038870,에코바이오,"6,520",50,0.8,"139,680","904,333,090","6,400","6,570","6,330","75,703,680,880",0.0,"11,610,994","239,717",2.06
004780,대륙제관,"4,760",-170,-3.4,"272,930","1,332,904,420","4,910","5,030","4,760","75,699,227,240",0.0,"15,903,199","181,057",1.14
109860,동일금속,"10,800",-250,-2.3,"1,924","21,037,100","11,050","11,050","10,800","75,600,000,000",0.0,"7,000,000","21,266",0.3
222110,팬젠,"7,840",50,0.6,"38,933","304,127,980","7,870","7,920","7,720","75,591,563,040",0.0,"9,641,781","1,003,478",10.41
004440,대림씨엔에스,"5,920",30,0.5,"10,714","63,136,850","5,920","5,920","5,820","75,373,126,240",0.0,"12,731,947","67,448",0.53
00499K,롯데지주우,"76,300","6,200",8.8,"313,106","23,938,113,000","71,700","81,800","69,200","75,355,634,900",0.0,"987,623","5,815",0.59
900340,윙입푸드,"1,570",15,1.0,"1,595,567","2,539,066,320","1,555","1,650","1,540","75,318,281,960",0.0,"47,973,428",0,0.0
131090,시큐브,"1,880",30,1.6,"1,289,470","2,491,747,860","1,870","1,905","1,820","75,200,000,000",0.0,"40,000,000","930,438",2.33
123010,아이에이네트웍스,"1,995",-65,-3.2,"762,942","1,534,217,625","2,060","2,070","1,970","75,182,498,685",0.0,"37,685,463","403,078",1.07
058850,KTcs,"1,760",5,0.3,"192,031","335,871,175","1,755","1,765","1,730","75,125,600,000",0.0,"42,685,000","3,432,000",8.04
040160,누리텔레콤,"6,220",-60,-1.0,"63,807","398,207,820","6,250","6,350","6,160","74,985,427,700",0.0,"12,055,535","3,755,891",31.15
016740,두올,"2,770",35,1.3,"192,265","528,463,915","2,765","2,790","2,715","74,974,703,600",0.0,"27,066,680","662,897",2.45
042500,링네트,"4,920",155,3.2,"834,867","4,073,159,395","4,760","4,970","4,710","74,867,039,760",0.0,"15,216,878","74,916",0.49
071670,에이테크솔루션,"7,470",-60,-0.8,"32,838","244,289,640","7,430","7,550","7,380","74,700,000,000",0.0,"10,000,000","134,966",1.35
115160,휴맥스,"3,120",55,1.8,"225,903","701,129,120","3,065","3,140","3,060","74,604,809,760",0.0,"23,911,798","3,982,828",16.66
025440,대성엘텍,748,2,0.3,"456,994","340,742,742",746,756,730,"74,546,684,564",0.0,"99,661,343","45,048,636",45.2
255220,SG,"2,030",10,0.5,"62,176","126,091,980","2,020","2,050","2,005","74,541,654,810",0.0,"36,720,027","215,500",0.59
041520,이라이콤,"6,110",-20,-0.3,"457,404","2,811,352,360","6,080","6,290","6,040","74,473,140,300",0.0,"12,188,730","631,490",5.18
140070,서플러스글로벌,"2,010",0,0.0,"105,959","213,260,965","1,985","2,040","1,980","74,345,880,000",0.0,"36,988,000","423,412",1.14
900100,뉴프라이드,717,0,0.0,0,0,0,0,0,"74,162,628,276",0.0,"103,434,628",0,0.0
088130,동아엘텍,"6,950",80,1.2,"44,670","308,417,440","6,910","6,990","6,740","74,107,419,100",0.0,"10,662,938","421,340",3.95
064520,바른전자,"1,005",0,0.0,0,0,0,0,0,"74,054,909,385",0.0,"73,686,477","53,004",0.07
058730,다스코,"4,805",-70,-1.4,"22,686","109,730,545","4,875","4,970","4,795","73,997,000,000",0.0,"15,400,000","378,858",2.46
004910,조광페인트,"5,780",-20,-0.3,"11,855","68,972,390","5,880","5,960","5,750","73,984,000,000",0.0,"12,800,000","740,119",5.78
220260,켐트로스,"2,810",30,1.1,"321,271","907,973,110","2,755","2,880","2,755","73,967,790,170",0.0,"26,323,057","495,233",1.88
048910,대원미디어,"5,880",-90,-1.5,"57,369","338,782,290","5,860","5,980","5,840","73,964,202,480",0.0,"12,578,946","199,670",1.59
032790,엠젠플러스,"4,075",0,0.0,0,0,0,0,0,"73,910,797,425",0.0,"18,137,619","264,317",1.46
005750,대림B&Co,"4,425",-5,-0.1,"44,872","199,789,340","4,430","4,535","4,385","73,774,662,000",0.0,"16,672,240","367,834",2.21
051380,피씨디렉트,"9,620",440,4.8,"354,300","3,374,522,880","9,110","9,800","9,000","73,771,316,320",0.0,"7,668,536","109,381",1.43
222420,쎄노텍,"1,835",25,1.4,"2,179,931","4,037,559,380","1,825","1,930","1,770","73,690,251,125",0.0,"40,158,175","244,026",0.61
250930,예선테크,"2,230",-60,-2.6,"277,272","624,233,340","2,310","2,320","2,220","73,590,981,200",0.0,"33,000,440","64,706",0.2
134780,화진,"3,060",0,0.0,0,0,0,0,0,"73,560,710,880",0.0,"24,039,448","510,620",2.12
063440,SM Life Design,"1,630",65,4.2,"666,427","1,082,083,760","1,555","1,675","1,555","73,397,521,020",0.0,"45,029,154","463,243",1.03
010660,화천기계,"3,315",85,2.6,"1,663,537","5,590,813,385","3,230","3,545","3,210","72,930,000,000",0.0,"22,000,000","420,333",1.91
006740,영풍제지,"3,285",45,1.4,"14,981","48,560,505","3,210","3,290","3,180","72,927,000,000",0.0,"22,200,000","144,353",0.65
049430,코메론,"8,050",320,4.1,"13,462","106,927,360","7,710","8,080","7,710","72,836,400,000",0.0,"9,048,000","779,602",8.62
230980,솔트웍스,"4,870",255,5.5,"8,076,772","40,426,512,380","4,660","5,340","4,575","72,739,157,640",0.0,"14,936,172","64,332",0.43
33637L,두산솔루스2우B,"44,100","-1,600",-3.5,"43,013","1,937,717,950","44,800","47,050","44,100","72,590,805,000",0.0,"1,646,050","1,993",0.12
