종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%)
122990,와이솔,"12,850",-350,-2.6,"429,286","5,589,149,300","13,200","13,650","12,850","362,009,441,850",0.02,"28,171,941","1,409,839",5.0
038290,마크로젠,"34,000",-450,-1.3,"172,080","5,867,275,050","34,550","34,800","33,750","360,796,236,000",0.02,"10,611,654","297,459",2.8
053580,웹케시,"53,300",-400,-0.7,"19,501","1,040,655,800","53,700","53,900","52,900","360,502,811,500",0.02,"6,763,655","1,008,298",14.91
002210,동성제약,"13,800",200,1.5,"955,214","13,251,360,700","13,700","14,350","13,550","359,776,322,400",0.02,"26,070,748","1,724,874",6.62
033270,유나이티드제약,"22,150",-150,-0.7,"192,456","4,261,940,400","22,300","22,450","22,000","359,534,857,300",0.02,"16,231,822","2,266,410",13.96
044340,위닉스,"20,100",0,0.0,"182,943","3,645,675,600","20,050","20,100","19,750","359,255,842,500",0.02,"17,873,425","582,759",3.26
025860,남해화학,"7,220",10,0.1,"114,259","822,036,880","7,150","7,330","7,110","358,681,246,460",0.02,"49,678,843","2,303,601",4.64
214870,뉴지랩,"13,650",-600,-4.2,"1,468,377","20,630,210,150","14,750","14,750","13,450","358,440,782,700",0.02,"26,259,398",0,0.0
017390,서울가스,"71,500","1,800",2.6,480,"33,703,200","70,000","72,000","68,800","357,500,000,000",0.02,"5,000,000","373,842",7.48
153710,옵티팜,"24,800","5,700",29.8,"2,400,087","54,274,534,800","19,400","24,800","19,100","356,568,398,400",0.02,"14,377,758","91,272",0.63
293940,신한알파리츠,"6,770",30,0.4,"85,235","572,612,840","6,730","6,770","6,680","354,274,932,710",0.02,"52,330,123","1,187,250",2.27
234080,JW생명과학,"22,200","-1,450",-6.1,"687,663","15,985,474,500","24,000","24,900","22,150","351,527,098,800",0.02,"15,834,554","694,984",4.39
319660,피에스케이,"23,800",500,2.2,"241,866","5,724,348,400","23,350","24,000","22,950","351,407,476,000",0.02,"14,765,020","1,114,295",7.55
061970,엘비세미콘,"7,990",20,0.2,"1,448,098","11,657,358,930","8,010","8,210","7,930","349,838,890,080",0.02,"43,784,592","1,125,927",2.57
025770,한국정보통신,"9,320",40,0.4,"47,483","441,838,740","9,280","9,430","9,180","348,980,605,720",0.02,"37,444,271","24,191,161",64.61
002840,미원상사,"70,200","1,200",1.7,"1,689","118,142,900","69,000","70,200","69,000","348,894,000,000",0.02,"4,970,000","232,043",4.67
017960,한국카본,"7,910",110,1.4,"908,494","7,249,746,210","7,890","8,100","7,780","347,729,587,870",0.02,"43,960,757","5,248,506",11.94
089980,상아프론테크,"22,500","-1,000",-4.3,"473,516","10,840,378,700","23,500","23,700","22,400","347,642,662,500",0.02,"15,450,785","263,570",1.71
222800,심텍,"10,900",300,2.8,"516,912","5,647,192,350","10,700","11,200","10,500","347,210,158,700",0.02,"31,854,143","975,357",3.06
038500,삼표시멘트,"3,220",20,0.6,"283,405","900,672,615","3,205","3,245","3,130","345,690,097,060",0.02,"107,357,173","1,872,406",1.74
213500,한솔제지,"14,500",50,0.4,"62,069","897,492,400","14,400","14,600","14,350","345,108,352,000",0.02,"23,800,576","3,729,469",15.67
003620,쌍용차,"2,285",295,14.8,"12,961,605","28,693,756,260","1,925","2,480","1,850","342,384,404,570",0.02,"149,840,002","114,697,461",76.55
030530,원익홀딩스,"4,415",15,0.3,"451,012","1,988,348,230","4,350","4,480","4,325","341,005,686,115",0.02,"77,237,981","6,357,945",8.23
097780,에스맥,"1,305",-40,-3.0,"7,764,398","10,331,170,280","1,345","1,360","1,305","340,795,010,610",0.02,"261,145,602","4,070,870",1.56
290510,코리아센터,"14,150",350,2.5,"108,882","1,526,637,550","13,750","14,250","13,600","340,039,329,200",0.02,"24,031,048","123,110",0.51
074600,원익QnC,"12,900",0,0.0,"499,976","6,500,287,700","12,900","13,300","12,650","339,115,200,000",0.02,"26,288,000","1,553,195",5.91
087010,펩트론,"22,100",300,1.4,"699,738","15,284,316,000","21,800","22,550","21,000","338,715,650,000",0.02,"15,326,500","359,181",2.34
041140,넥슨지티,"9,550",120,1.3,"772,809","7,336,610,640","9,580","9,640","9,330","337,815,225,100",0.02,"35,373,322","692,222",1.96
265520,AP시스템,"23,300",100,0.4,"221,307","5,121,576,350","23,450","23,450","22,900","337,389,289,100",0.02,"14,480,227","1,410,527",9.74
300720,한일시멘트,"81,300",-700,-0.8,"2,788","227,476,800","82,700","82,700","81,000","336,986,061,000",0.02,"4,144,970","244,902",5.91
140860,파크시스템스,"50,300",0,0.0,"22,502","1,124,889,150","50,700","50,700","48,500","335,403,166,500",0.02,"6,668,055","376,868",5.65
001725,신영증권우,"47,500","2,400",5.3,"25,184","1,214,727,100","45,800","53,900","45,300","335,053,742,500",0.02,"7,053,763","557,269",7.9
298000,효성화학,"105,000",-500,-0.5,"13,995","1,471,506,000","106,500","107,000","103,500","334,963,230,000",0.02,"3,190,126","288,057",9.03
099190,아이센스,"24,350",-50,-0.2,"69,027","1,672,644,050","24,400","24,800","23,950","334,501,745,300",0.02,"13,737,238","5,592,549",40.71
068400,SK렌터카,"9,350",-100,-1.1,"59,456","557,979,370","9,380","9,520","9,320","334,404,059,000",0.02,"35,765,140","405,832",1.13
034950,한국기업평가,"72,800",300,0.4,"3,884","282,191,900","73,000","73,600","72,000","330,549,419,200",0.02,"4,540,514","3,517,299",77.46
000050,경방,"12,050",-100,-0.8,"41,687","502,499,000","12,200","12,300","11,900","330,354,003,500",0.02,"27,415,270","748,529",2.73
089030,테크윙,"16,950",-150,-0.9,"264,740","4,528,958,450","17,100","17,500","16,800","327,453,422,700",0.02,"19,318,786","576,624",2.98
263720,디앤씨미디어,"26,550",-150,-0.6,"67,295","1,782,066,050","26,700","26,850","26,150","325,904,197,050",0.02,"12,275,111","530,704",4.32
078590,OQP,"4,315",5,0.1,"1,232,313","5,367,678,840","4,310","4,445","4,240","324,834,636,895",0.02,"75,280,333","2,533,079",3.36
043150,바텍,"21,750",-150,-0.7,"30,819","670,273,000","21,650","22,100","21,500","323,080,068,000",0.02,"14,854,256","3,627,268",24.42
065450,빅텍,"11,650","2,660",29.6,"44,200,689","482,110,530,200","9,630","11,650","9,530","323,064,786,950",0.02,"27,730,883","225,488",0.81
002620,제일파마홀딩스,"20,200",250,1.2,"126,077","2,610,566,350","21,150","22,000","19,950","322,661,771,000",0.02,"15,973,355","1,531,712",9.59
016800,퍼시스,"28,000",-200,-0.7,"2,729","76,193,550","27,900","28,150","27,900","322,000,000,000",0.02,"11,500,000","2,471,160",21.49
229500,노브메타파마,"35,900","2,900",8.8,"11,523","405,461,100","34,750","37,000","34,000","321,766,925,300",0.02,"8,962,867",0,0.0
060150,인선이엔티,"8,370",-50,-0.6,"292,624","2,449,837,650","8,390","8,470","8,310","321,335,030,340",0.02,"38,391,282","1,975,920",5.15
011000,진원생명과학,"9,670",-310,-3.1,"2,189,917","21,563,545,940","9,970","10,150","9,610","320,258,873,360",0.02,"33,118,808","4,327,557",13.07
950180,SNK,"15,200",-300,-1.9,"303,267","4,634,247,300","15,500","15,600","15,100","320,139,360,000",0.02,"21,061,800","16,729,906",79.43
272450,진에어,"10,650",-150,-1.4,"132,151","1,406,598,200","10,800","10,850","10,450","319,500,000,000",0.02,"30,000,000","386,468",1.29
002960,한국쉘석유,"245,000",500,0.2,"1,769","432,888,000","244,500","247,000","243,000","318,500,000,000",0.02,"1,300,000","820,737",63.13
012610,경인양행,"7,780",910,13.2,"2,456,870","18,455,032,980","6,870","7,790","6,820","318,251,519,700",0.02,"40,906,365","3,610,287",8.83
237880,클리오,"18,500",150,0.8,"115,617","2,141,251,950","18,500","19,000","18,100","317,276,628,000",0.02,"17,150,088","1,019,613",5.95
002240,고려제강,"15,850",200,1.3,"60,575","953,839,050","15,700","16,100","15,250","317,000,000,000",0.02,"20,000,000","1,470,078",7.35
004430,송원산업,"13,200",-100,-0.8,"212,080","2,780,300,200","13,300","13,400","12,950","316,800,000,000",0.02,"24,000,000","4,358,933",18.16
037560,LG헬로비전,"4,085",100,2.5,"105,944","432,529,450","4,020","4,130","4,005","316,370,443,525",0.02,"77,446,865","7,894,572",10.19
122900,아이마켓코리아,"8,780",70,0.8,"115,087","1,002,475,300","8,710","9,040","8,530","315,582,525,200",0.02,"35,943,340","4,272,865",11.89
017890,한국알콜,"14,600",-100,-0.7,"567,582","8,381,734,400","14,700","15,050","14,600","315,444,096,000",0.02,"21,605,760","243,834",1.13
102460,이연제약,"18,800",-300,-1.6,"2,440,241","47,654,096,700","19,500","20,900","18,650","315,276,000,000",0.02,"16,770,000","161,575",0.96
013120,동원개발,"3,450",25,0.7,"185,022","644,836,075","3,435","3,490","3,385","313,287,945,000",0.02,"90,808,100","14,215,526",15.65
073490,이노와이어리스,"46,200",150,0.3,"120,788","5,637,710,200","46,750","47,600","46,050","311,274,532,800",0.02,"6,737,544","229,607",3.41
253840,수젠텍,"22,750","-1,900",-7.7,"1,739,636","39,856,929,850","24,650","25,100","21,450","310,882,071,500",0.02,"13,665,146","71,622",0.52
226950,올릭스,"46,900",-250,-0.5,"103,222","4,833,662,650","47,000","47,550","46,300","307,800,994,900",0.02,"6,562,921","56,528",0.86
228670,레이,"46,200","1,000",2.2,"98,117","4,473,289,200","45,250","46,350","44,600","307,380,935,400",0.02,"6,653,267","710,155",10.67
207760,미스터블루,"12,500",-50,-0.4,"1,826,668","23,040,475,400","12,550","12,950","12,300","306,437,550,000",0.02,"24,515,004","865,515",3.53
148150,세경하이테크,"26,200",100,0.4,"140,028","3,689,537,200","26,400","26,650","26,100","305,020,400,000",0.02,"11,642,000","141,502",1.22
060980,한라홀딩스,"29,100",-550,-1.8,"48,359","1,411,809,700","29,200","29,650","28,800","304,737,237,000",0.02,"10,472,070","1,057,001",10.09
051370,인터플렉스,"12,900",100,0.8,"230,675","2,986,185,250","12,900","13,200","12,700","300,924,388,800",0.02,"23,327,472","819,330",3.51
104830,원익머트리얼즈,"23,750",500,2.2,"54,454","1,275,333,900","23,000","23,900","22,700","299,440,000,000",0.02,"12,608,000","1,962,960",15.57
136480,하림,"2,815",-10,-0.4,"467,138","1,310,942,720","2,810","2,845","2,780","298,980,311,130",0.02,"106,209,702","1,337,529",1.26
143160,아이디스,"27,850","-1,900",-6.4,"405,163","11,382,307,500","29,850","29,850","27,750","298,451,461,500",0.02,"10,716,390","124,403",1.16
016580,환인제약,"16,000",100,0.6,"222,321","3,581,415,850","16,350","16,400","15,900","297,601,120,000",0.02,"18,600,070","4,128,847",22.2
119610,인터로조,"25,400",400,1.6,"319,289","8,231,421,300","25,000","26,600","24,750","296,594,225,200",0.02,"11,676,938","840,727",7.2
001520,동양,"1,240",-10,-0.8,"1,497,018","1,861,872,895","1,255","1,275","1,230","295,968,238,120",0.02,"238,684,063","17,636,641",7.39
079430,현대리바트,"14,400",0,0.0,"261,613","3,784,958,500","14,350","14,850","14,200","295,708,060,800",0.02,"20,535,282","1,531,489",7.46
023410,유진기업,"3,815",40,1.1,"242,188","924,674,750","3,775","3,855","3,755","294,940,942,345",0.02,"77,310,863","5,836,126",7.55
058650,세아홀딩스,"73,700","1,500",2.1,348,"25,593,600","72,000","73,900","72,000","294,800,000,000",0.02,"4,000,000","33,304",0.83
034120,SBS,"16,150",100,0.6,"66,073","1,059,740,300","16,050","16,150","15,950","294,779,199,300",0.02,"18,252,582",0,0.0
084690,대상홀딩스,"8,130",90,1.1,"149,990","1,214,633,830","8,150","8,220","8,010","294,407,933,940",0.02,"36,212,538","1,841,675",5.09
001130,대한제분,"173,000","8,000",4.8,"74,096","12,745,720,000","167,500","176,500","166,500","292,370,000,000",0.02,"1,690,000","162,864",9.64
018290,브이티지엠피,"8,580",-280,-3.2,"723,007","6,246,423,600","8,900","8,900","8,520","291,737,854,980",0.02,"34,002,081","1,077,595",3.17
001200,유진투자증권,"3,005",10,0.3,"748,961","2,260,477,285","2,960","3,110","2,960","291,083,586,090",0.02,"96,866,418","7,339,319",7.58
226320,잇츠한불,"13,250",-100,-0.8,"17,970","236,413,650","13,250","13,500","13,000","290,563,423,750",0.02,"21,929,315","741,002",3.38
183300,코미코,"33,100","1,750",5.6,"126,061","4,150,559,300","31,450","33,350","31,350","290,452,500,000",0.02,"8,775,000","2,594,003",29.56
093320,케이아이엔엑스,"59,500",-200,-0.3,"58,956","3,548,290,600","60,000","61,400","59,300","290,360,000,000",0.02,"4,880,000","1,196,207",24.51
095720,웅진씽크빅,"2,465",160,6.9,"866,683","2,112,222,465","2,330","2,540","2,305","289,394,924,280",0.02,"117,401,592","3,489,409",2.97
000480,조선내화,"72,000",0,0.0,"1,915","137,118,400","72,100","72,400","71,300","288,000,000,000",0.02,"4,000,000","107,690",2.69
299660,셀리드,"29,750",-350,-1.2,"422,405","12,556,402,050","30,450","30,450","28,850","287,048,587,000",0.02,"9,648,692","26,861",0.28
003300,한일홀딩스,"47,850",300,0.6,"9,560","453,340,100","47,550","47,900","46,650","286,829,934,600",0.02,"5,994,356","202,556",3.38
143240,사람인에이치알,"24,600",650,2.7,"29,965","726,003,150","23,700","24,650","23,700","286,817,869,800",0.02,"11,659,263","2,910,353",24.96
011040,경동제약,"10,800",-350,-3.1,"11,743,334","133,304,453,850","11,200","12,200","10,500","286,740,000,000",0.02,"26,550,000","3,618,306",13.63
000370,한화손해보험,"2,450",30,1.2,"363,384","876,251,670","2,390","2,450","2,380","286,010,341,750",0.02,"116,738,915","7,720,773",6.61
002780,진흥기업,"1,960",-5,-0.2,"68,331","133,825,775","1,950","1,990","1,935","285,124,620,200",0.02,"145,471,745","184,796",0.13
322000,현대에너지솔루션,"25,300",-800,-3.1,"165,431","4,236,791,150","26,200","26,300","25,000","283,360,000,000",0.02,"11,200,000","280,926",2.51
060570,드림어스컴퍼니,"4,955",-35,-0.7,"88,550","438,142,795","4,850","5,040","4,820","281,740,541,885",0.02,"56,859,847","2,155,452",3.79
092730,네오팜,"34,300",-150,-0.4,"73,645","2,543,782,850","34,600","35,200","34,100","281,512,482,300",0.02,"8,207,361","1,033,991",12.6
222080,씨아이에스,"4,975",-135,-2.6,"2,300,041","11,475,796,890","5,120","5,120","4,925","280,249,640,350",0.02,"56,331,586","2,410,405",4.28
267260,현대일렉트릭,"7,770",-100,-1.3,"220,641","1,721,864,500","7,800","7,910","7,730","280,086,238,950",0.02,"36,047,135","1,921,124",5.33
035810,이지홀딩스,"5,010",-160,-3.1,"3,270,092","16,801,636,520","5,240","5,320","5,000","278,759,521,230",0.02,"55,640,623","3,142,327",5.65
314130,지놈앤컴퍼니,"33,100",-900,-2.6,"4,475","148,223,350","35,000","35,000","33,000","278,668,800,700",0.02,"8,418,997",0,0.0
00088K,한화3우B,"12,400",100,0.8,"528,471","6,610,283,050","12,400","12,750","12,250","278,652,800,000",0.02,"22,472,000","2,053,279",9.14
214260,라파스,"33,000","2,700",8.9,"780,832","24,649,785,150","30,700","33,150","29,850","276,850,728,000",0.02,"8,389,416",0,0.0
002310,아세아제지,"30,900",300,1.0,"19,353","595,037,000","31,000","31,200","30,300","276,755,911,800",0.02,"8,956,502","663,382",7.41
086390,유니테스트,"13,050",-250,-1.9,"285,596","3,796,902,850","13,300","13,550","13,050","275,800,344,300",0.02,"21,134,126","1,908,157",9.03
123420,선데이토즈,"28,800",-500,-1.7,"354,125","10,335,609,050","29,300","30,450","28,450","275,611,449,600",0.02,"9,569,842","369,605",3.86
010170,대한광통신,"3,715",-35,-0.9,"1,906,743","7,168,809,800","3,750","3,820","3,710","273,950,136,875",0.02,"73,741,625","1,415,335",1.92
064550,바이오니아,"12,000",-450,-3.6,"800,587","9,668,360,200","12,450","12,550","11,900","272,846,292,000",0.02,"22,737,191","1,280,005",5.63
194700,노바렉스,"30,300",-800,-2.6,"88,685","2,716,315,850","31,100","31,600","30,150","272,813,322,000",0.02,"9,003,740","281,031",3.12
078020,이베스트투자증권,"4,915",85,1.8,"108,432","529,715,160","4,750","4,950","4,730","272,690,048,850",0.02,"55,481,190","330,950",0.6
050890,쏠리드,"5,200",-70,-1.3,"813,820","4,267,608,520","5,330","5,330","5,180","271,362,910,000",0.02,"52,185,175","955,060",1.83
308170,센트랄모텍,"31,450",300,1.0,"129,179","4,071,463,900","31,200","32,050","31,150","270,784,500,000",0.02,"8,610,000","21,102",0.25
029530,신도리코,"26,800",-600,-2.2,"28,233","756,894,750","27,650","27,650","26,550","270,144,777,200",0.02,"10,080,029","2,187,297",21.7
065530,전파기지국,"5,100",0,0.0,"890,161","4,552,575,430","5,130","5,190","5,040","269,586,000,000",0.02,"52,860,000","199,955",0.38
002150,도화엔지니어링,"7,980",70,0.9,"75,898","598,127,810","7,780","8,070","7,720","269,085,600,000",0.02,"33,720,000","498,155",1.48
004690,삼천리,"66,300",-300,-0.4,"5,060","336,167,900","66,600","66,800","66,100","268,848,157,500",0.02,"4,055,025","737,939",18.2
03473K,SK우,"473,000","3,000",0.6,"58,638","28,372,953,500","483,000","525,000","451,000","267,781,855,000",0.02,"566,135","11,292",1.99
111710,남화산업,"13,000",400,3.2,"192,290","2,515,269,950","12,700","13,400","12,450","267,644,000,000",0.02,"20,588,000","65,392",0.32
00104K,CJ4우(전환),"63,100","1,300",2.1,"28,458","1,782,845,400","61,700","63,500","61,200","266,692,907,200",0.02,"4,226,512","218,931",5.18
239610,에이치엘사이언스,"51,800",-600,-1.2,"53,936","2,797,051,100","52,100","52,700","51,300","266,363,266,400",0.02,"5,142,148","110,441",2.15
036800,나이스정보통신,"26,600",-350,-1.3,"43,636","1,159,122,800","26,750","27,100","26,300","266,000,000,000",0.02,"10,000,000","2,414,866",24.15
288330,브릿지바이오테라퓨틱스,"41,800","-1,000",-2.3,"114,196","4,816,536,450","43,000","43,000","41,600","265,725,024,400",0.02,"6,357,058","33,096",0.52
101530,해태제과식품,"9,100",990,12.2,"766,018","6,748,606,410","8,110","9,200","8,110","264,963,080,200",0.02,"29,116,822","249,545",0.86
244460,올리패스,"16,550",-100,-0.6,"152,357","2,535,192,200","16,700","17,050","16,300","264,286,966,550",0.02,"15,969,001","37,651",0.24
152330,코리아오토글라스,"13,150",0,0.0,"25,178","329,974,850","13,150","13,200","13,050","263,000,000,000",0.02,"20,000,000","1,098,374",5.49
007340,디티알오토모티브,"26,300",-200,-0.8,"13,429","350,722,600","26,650","26,750","25,850","262,842,331,500",0.02,"9,994,005","561,609",5.62
243840,신흥에스이씨,"38,950",-450,-1.1,"49,701","1,939,924,700","39,100","39,750","38,650","262,672,256,400",0.02,"6,743,832","88,244",1.31
300120,라온피플,"25,400",-250,-1.0,"177,977","4,543,107,200","25,300","26,050","25,050","262,342,782,400",0.02,"10,328,456","35,446",0.34
234340,세틀뱅크,"28,200",300,1.1,"90,896","2,538,045,350","28,000","28,600","27,550","261,329,400,000",0.02,"9,267,000","432,525",4.67
089600,나스미디어,"29,800",200,0.7,"31,136","930,737,600","29,600","30,500","29,100","260,889,791,800",0.02,"8,754,691","924,308",10.56
023900,풍국주정,"20,700",-250,-1.2,"176,939","3,692,284,900","21,100","21,250","20,550","260,820,000,000",0.02,"12,600,000","197,274",1.57
033500,동성화인텍,"9,650",290,3.1,"386,773","3,733,389,480","9,430","9,820","9,360","260,391,826,850",0.02,"26,983,609","1,082,506",4.01
101060,SBS미디어홀딩스,"1,860",45,2.5,"126,383","231,432,045","1,830","1,870","1,805","260,206,913,400",0.02,"139,896,190","3,251,318",2.32
166480,코아스템,"16,500",-300,-1.8,"161,858","2,691,441,050","16,600","17,050","16,400","259,337,760,000",0.02,"15,717,440","511,736",3.26
344820,케이씨씨글라스,"31,050",-300,-1.0,"110,670","3,431,567,550","31,350","31,600","30,450","259,274,020,500",0.02,"8,350,210","595,541",7.13
036530,S&T홀딩스,"15,900",0,0.0,"2,457","39,191,250","16,300","16,300","15,800","259,231,787,400",0.02,"16,303,886","1,687,595",10.35
077500,유니퀘스트,"9,510",480,5.3,"2,949,220","27,535,302,920","8,940","9,940","8,770","259,037,897,250",0.02,"27,238,475","13,238,407",48.6
001500,현대차증권,"8,820",110,1.3,"65,819","579,532,640","8,640","8,940","8,630","258,753,319,020",0.02,"29,337,111","1,416,685",4.83
029460,케이씨,"18,950",-100,-0.5,"96,698","1,825,367,700","18,850","19,250","18,550","256,849,133,800",0.01,"13,554,044","1,996,467",14.73
036930,주성엔지니어링,"5,300",-20,-0.4,"293,319","1,548,533,190","5,280","5,370","5,200","255,720,823,600",0.01,"48,249,212","3,736,167",7.74
002810,삼영무역,"13,800",50,0.4,"15,441","213,162,500","13,750","13,950","13,700","254,843,882,400",0.01,"18,466,948","3,663,210",19.84
236200,슈프리마,"35,400",50,0.1,"240,036","8,480,403,350","35,400","36,250","34,300","254,641,864,200",0.01,"7,193,273","697,019",9.69
002020,코오롱,"20,150",300,1.5,"152,090","3,081,807,550","19,800","20,700","19,750","254,422,483,900",0.01,"12,626,426","1,290,382",10.22
256940,케이피에스,"16,700","1,100",7.0,"386,607","6,451,492,050","15,800","17,300","15,500","254,066,919,600",0.01,"15,213,588","113,985",0.75
011280,태림포장,"3,585",-35,-1.0,"263,608","948,404,305","3,620","3,650","3,565","253,839,294,900",0.01,"70,805,940","919,300",1.3
272550,삼양패키징,"17,850",-100,-0.6,"19,395","344,151,900","17,950","18,100","17,600","253,645,001,400",0.01,"14,209,804","1,368,383",9.63
199800,툴젠,"38,600",0,0.0,"2,893","111,851,250","38,150","39,150","38,150","253,187,011,400",0.01,"6,559,249","15,924",0.24
059090,미코,"8,080",-70,-0.9,"648,246","5,243,071,970","8,140","8,230","8,030","253,038,152,240",0.01,"31,316,603","393,952",1.26
200710,에이디테크놀로지,"27,250",450,1.7,"259,500","7,148,323,350","26,800","28,150","26,650","252,588,452,250",0.01,"9,269,301","160,634",1.73
039440,에스티아이,"15,950",200,1.3,"251,537","4,007,121,950","15,650","16,300","15,600","252,488,500,000",0.01,"15,830,000","943,791",5.96
195870,해성디에스,"14,850",-150,-1.0,"60,867","908,286,400","15,000","15,150","14,750","252,450,000,000",0.01,"17,000,000","498,639",2.93
137400,피엔티,"11,600",0,0.0,"579,966","6,707,980,400","11,600","11,750","11,400","251,899,382,400",0.01,"21,715,464","456,834",2.1
001360,삼성제약,"4,085",-115,-2.7,"1,960,299","8,042,693,960","4,205","4,210","4,040","251,430,577,605",0.01,"61,549,713","2,190,532",3.56
064260,다날,"3,755",-50,-1.3,"1,090,173","4,110,806,330","3,820","3,825","3,745","250,758,325,485",0.01,"66,779,847","1,453,875",2.18
040910,아이씨디,"14,100",650,4.8,"452,456","6,266,807,800","13,550","14,150","13,350","250,453,999,500",0.01,"17,762,695","908,708",5.12
017940,E1,"36,450",400,1.1,"7,347","265,840,500","36,300","36,500","36,000","250,047,000,000",0.01,"6,860,000","243,802",3.55
002990,금호산업,"6,820",-10,-0.2,"88,172","604,013,140","6,810","6,940","6,800","249,843,361,680",0.01,"36,633,924","1,641,341",4.48
216050,인크로스,"30,900",-700,-2.2,"93,223","2,876,552,800","31,550","31,550","29,500","248,954,409,300",0.01,"8,056,777","659,861",8.19
052710,아모텍,"25,250","2,150",9.3,"959,795","23,990,679,800","23,450","25,650","23,200","246,021,001,500",0.01,"9,743,406","659,473",6.77
220630,해마로푸드서비스,"2,540",70,2.8,"234,551","589,851,165","2,470","2,545","2,440","245,876,297,680",0.01,"96,801,692","8,671,800",8.96
047310,파워로직스,"7,140",-210,-2.9,"507,642","3,661,742,200","7,350","7,350","7,140","245,765,811,480",0.01,"34,420,982","2,117,853",6.15
086820,바이오솔루션,"30,350",-850,-2.7,"230,429","7,014,940,950","31,250","31,300","30,000","245,574,779,100",0.01,"8,091,426","84,015",1.04
009680,모토닉,"7,440",-140,-1.8,"7,364","55,027,040","7,520","7,550","7,440","245,520,000,000",0.01,"33,000,000","4,397,546",13.33
082800,루미마이크로,"1,885",25,1.3,"37,539,641","73,230,900,495","1,895","2,070","1,830","245,259,775,995",0.01,"130,111,287","48,927",0.04
131390,피앤이솔루션,"16,600",-300,-1.8,"508,184","8,454,597,600","17,050","17,050","16,350","244,893,990,000",0.01,"14,752,650","511,520",3.47
078520,에이블씨엔씨,"9,050",30,0.3,"75,912","682,565,200","8,970","9,150","8,820","244,652,803,950",0.01,"27,033,459","2,737,081",10.12
191420,테고사이언스,"30,200","1,200",4.1,"200,055","5,949,869,350","30,000","30,700","28,650","244,186,146,800",0.01,"8,085,634","138,224",1.71
060280,큐렉소,"7,320",70,1.0,"277,021","2,041,455,310","7,250","7,560","7,140","244,175,091,960",0.01,"33,357,253","231,084",0.69
006840,AK홀딩스,"18,400",50,0.3,"33,487","616,518,750","18,350","18,650","18,250","243,755,122,400",0.01,"13,247,561","1,508,825",11.39
030610,교보증권,"6,770",90,1.4,"311,059","2,100,910,110","6,700","6,900","6,680","243,720,000,000",0.01,"36,000,000","3,516,375",9.77
270870,뉴트리,"26,850",-600,-2.2,"90,812","2,464,699,700","27,550","28,050","26,650","243,602,639,400",0.01,"9,072,724","586,649",6.47
039560,다산네트웍스,"7,580",0,0.0,"508,554","3,871,035,260","7,600","7,740","7,540","243,153,423,040",0.01,"32,078,288","478,547",1.49
002100,경농,"11,200",550,5.2,"174,521","1,890,774,500","10,750","11,250","10,400","242,947,600,000",0.01,"21,691,750","104,211",0.48
007810,코리아써키트,"10,250",310,3.1,"373,294","3,803,772,550","10,050","10,350","9,950","242,112,697,750",0.01,"23,620,751","1,090,901",4.62
109820,진매트릭스,"12,800","-1,900",-12.9,"1,229,710","16,314,787,950","14,150","14,400","12,450","241,990,476,800",0.01,"18,905,506","73,222",0.39
179900,유티아이,"15,000",-650,-4.2,"207,645","3,147,368,700","15,700","15,850","14,950","241,753,425,000",0.01,"16,116,895","908,639",5.64
092130,이크레더블,"20,050",-50,-0.2,"6,822","136,315,150","20,100","20,150","19,950","241,474,180,000",0.01,"12,043,600","1,959,942",16.27
040350,큐로컴,"2,120",140,7.1,"1,613,590","3,387,014,725","1,970","2,215","1,950","241,167,046,920",0.01,"113,758,041","2,198,079",1.93
003545,대신증권우,"9,260",260,2.9,"502,443","4,664,757,250","9,090","9,500","9,080","240,760,000,000",0.01,"26,000,000","2,978,380",11.46
115180,큐리언트,"27,900","1,650",6.3,"473,901","13,009,267,550","26,900","28,250","26,250","240,653,291,400",0.01,"8,625,566","78,439",0.91
205470,휴마시스,"7,020","1,620",30.0,"17,487,175","116,772,657,370","5,900","7,020","5,900","240,251,181,300",0.01,"34,223,815","419,915",1.23
200670,휴메딕스,"24,050",750,3.2,"492,041","11,887,862,800","24,800","25,600","22,950","239,807,215,700",0.01,"9,971,194","381,339",3.82
00279K,아모레G3우(전환),"33,700",450,1.4,"18,023","604,982,250","33,300","33,850","32,850","239,007,140,000",0.01,"7,092,200","564,784",7.96
089970,에이피티씨,"10,250",0,0.0,"65,955","671,134,770","10,050","10,400","9,910","238,154,598,750",0.01,"23,234,595","484,351",2.08
175250,아이큐어,"36,850",-700,-1.9,"180,292","6,735,502,500","37,600","38,550","36,500","237,552,419,500",0.01,"6,446,470","62,684",0.97
317330,덕산테코피아,"12,850",300,2.4,"119,511","1,539,711,750","12,650","13,150","12,500","236,149,949,800",0.01,"18,377,428","33,147",0.18
005720,넥센,"4,395",95,2.2,"80,697","354,971,410","4,220","4,500","4,220","235,325,778,915",0.01,"53,543,977","1,998,802",3.73
065680,우주일렉트로,"23,650","1,250",5.6,"217,274","5,132,652,950","22,600","24,250","21,800","234,944,303,000",0.01,"9,934,220","816,466",8.22
036580,팜스코,"6,380",190,3.1,"283,535","1,775,875,430","6,220","6,430","6,160","234,324,276,340",0.01,"36,727,943","1,227,647",3.34
